cve,svn_commit,other_platform_git_commit,github_commit,equivalent_commit
CVE-2017-17858,,http://git.ghostscript.com/?p=mupdf.git;a=commit;h=55c3f68d638ac1263a386e0aaa004bb6e8bde731,,
CVE-2019-3795,,,https://github.com/spring-projects/spring-security/commit/1304c958bf9c38940082f3ad1558d413ed82f2b6,
CVE-2019-3795,,,https://github.com/spring-projects/spring-security/commit/3ddcbde466c16646a3a858baa57aafd8e65f6d52,
CVE-2019-3795,,,https://github.com/spring-projects/spring-security/commit/9c1eac79e2abb50f7b01e77c2418566f2a30532f,
CVE-2019-3795,,,https://github.com/spring-projects/spring-security/commit/6f02f690ac65ccf99d8df47ac3d730a68f87c569,
CVE-2015-5161,,,https://github.com/zendframework/zf1/commit/8d8c11f90f852f99b9db170467416d4251f019a3,
CVE-2015-5161,,,https://github.com/zendframework/ZendXml/commit/79f478fa2af85ce1fc18ac132dee5aa714c3b532,
CVE-2018-8279,,,https://github.com/chakra-core/ChakraCore/commit/227fc37d08fe2ece769345ee59153bf179686089,
CVE-2017-6921,,,https://github.com/drupal/core/commit/02488e247db936e400ae21b5560294710a31c0aa,
CVE-2017-6921,,,https://github.com/drupal/core/commit/7afe3cc28976310950e1e7b9e89b0c407583f9f6,
CVE-2017-6921,,,https://github.com/BrandonRCEnglish93/DrupalProject/commit/c732355412b84a6f7079d92b4029cd9400c56c50,
CVE-2017-6921,,,https://github.com/lomasgupta/Drupal/commit/0bc9e3849dac639a27f9bdab039045a199887b87,
CVE-2019-14905,,,https://github.com/ansible/ansible/commit/88416b627caac5f0f4bff335d5387e0bcca938ca,
CVE-2019-14905,,,https://github.com/ansible/ansible/commit/254d8032520b712a27eef0f907e911545d593604,git_254d8032520b712a27eef0f907e911545d593604==git_88008badb1b0186e060d6796449ddb28f4a8457b
CVE-2019-14905,,,https://github.com/ansible/ansible/commit/88008badb1b0186e060d6796449ddb28f4a8457b,git_254d8032520b712a27eef0f907e911545d593604==git_88008badb1b0186e060d6796449ddb28f4a8457b
CVE-2012-5370,,,https://github.com/jruby/jruby/commit/5e4aab28b26fd127112b76fabfac9a33b64caf77,
CVE-2019-9710,,,https://github.com/marshmallow-code/webargs/commit/a4a228bb58031d1cbe0c4a9b180f44f06b202f76,
CVE-2017-10690,,,https://github.com/puppetlabs/puppet/commit/bd87bef2c3862d333f4c1f2b148b147d449a375b,
CVE-2009-1275,,,https://github.com/apache/tiles/commit/0cb657b1c4cdd839e4bf4c529c8ba0c344a7a8ac,
CVE-2017-12972,,https://bitbucket.org/connect2id/nimbus-jose-jwt/commits/0d2bd649ea386539220d4facfe1f65eb1dadb86c,,
CVE-2018-21020,,,https://github.com/centreon/centreon/commit/96e48f87c5e4c7cf9de6959a995ee7a8d3e2671e,
CVE-2019-16780,,,https://github.com/WordPress/WordPress/commit/da95cca74cd3bfec0260ee93b179519a3e740742,
CVE-2019-16780,,,https://github.com/WordPress/WordPress/commit/ee92e93f7941ce74f07624e548871293b5907712,
CVE-2019-16780,,,https://github.com/WordPress/WordPress/commit/e391320b733912dc4d05ea56ddc62de44f4cda1a,
CVE-2019-16780,,,https://github.com/WordPress/wordpress-develop/commit/505dd6a20b6fc3d06130018c1caeff764248c29e,
CVE-2019-14884,,,https://github.com/moodle/moodle/commit/87c1819e2f9504789885f16ed4d13ccee97ec3a6,
CVE-2019-14884,,,https://github.com/moodle/moodle/commit/1137b7d072e42ebb9d7dba1ea2d63f5304bd0298,
CVE-2019-14884,,,https://github.com/moodle/moodle/commit/72f5a6e119f1d0c64e3a79699afe43548f93e4fe,
CVE-2019-14884,,http://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-66161,,
CVE-2017-2666,,,https://github.com/undertow-io/undertow/commit/691440ee58259fba76711b60d56dde6679808bdc,
CVE-2017-2666,,,https://github.com/undertow-io/undertow/commit/5b008b7ac312c6cdb76679ff58c43620bb79d44f,
CVE-2017-2666,,,https://github.com/undertow-io/undertow/commit/1e72647818c9fb31b693a953b1ae595a6c82eb7f,
CVE-2017-11889,,,https://github.com/chakra-core/ChakraCore/commit/66b9abb148705d2a36062931cd5a8466a588e6e4,
CVE-2018-1000122,,,https://github.com/curl/curl/commit/d52dc4760f,
CVE-2018-14716,,,https://github.com/nystudio107/craft-seomatic/commit/1e7d1d084ac3a89e7ec70620f2749110508d1ce1,
CVE-2018-8266,,,https://github.com/chakra-core/ChakraCore/commit/d52c72d247cfe6348ae563c6bb4118aa8c42aabf,
CVE-2016-9452,,,https://github.com/drupal/core/commit/8a43917c26684a599914f1ae2e5ee5a367f01327,
CVE-2016-9452,,,https://github.com/eydunn/drupal/commit/abb650ffd41579861a45e57b914ab87e39ea6585,
CVE-2016-9452,,,https://github.com/Drupy/drupal8/commit/c5da97f9e7e8f145541c5422e3ccde6a8b5ae680,
CVE-2016-9452,,,https://github.com/drupal/core/commit/3219fc762906466dfb9685d668c69145b969457d,
CVE-2019-0642,,,https://github.com/chakra-core/ChakraCore/commit/65f1bfee9e4e94d09cd25fe83cb2585f273f945b,
CVE-2020-9038,,,https://github.com/laurent22/joplin/commit/3db47b575b9cb0a765da3d283baa2c065df0d0bc,
CVE-2013-6401,,,https://github.com/akheron/jansson/commit/8f80c2d83808150724d31793e6ade92749b1faa4,
CVE-2013-6401,,,https://github.com/akheron/jansson/commit/42016a35c8907e477be73b0b5d06cc09af231ee4,
CVE-2018-8286,,,https://github.com/chakra-core/ChakraCore/commit/0ac4253cbc2d7f63e638a4930b552814bd64aa5d,
CVE-2019-14858,,,https://github.com/samdoran/ansible/commit/a6e99142f562f0bc60e25f1ed0b0ece006050206,
CVE-2019-14858,,,https://github.com/samdoran/ansible/commit/067ceacdc3991605b7b0d17cbeecc96910b205c3,
CVE-2017-16516,,,https://github.com/brianmario/yajl-ruby/commit/58bd1e302950116f8575ec87a8b084387cb26905,
CVE-2017-16516,,,https://github.com/brianmario/yajl-ruby/commit/a8ca8f476655adaa187eedc60bdc770fff3c51ce,
CVE-2017-16516,,,https://github.com/brianmario/yajl-ruby/commit/85701fc3254f4b06e67c13be79825bab71678e17,
CVE-2020-7611,,,https://github.com/micronaut-projects/micronaut-core/commit/9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1,git_9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1==git_6deb60b75517f80c57b42d935f07955c773b766d
CVE-2020-7611,,,https://github.com/micronaut-projects/micronaut-core/commit/6deb60b75517f80c57b42d935f07955c773b766d,git_9d1eff5c8df1d6cda1fe00ef046729b2a6abe7f1==git_6deb60b75517f80c57b42d935f07955c773b766d
CVE-2017-0381,,https://github.com/louissong7912/SMP_opus/commit/70a3d641b760b3d313b6025f82aed93a460720e5,,
CVE-2017-0381,,,https://github.com/xiph/opus/commit/79e8f527b0344b0897a65be35e77f7885bd99409,
CVE-2015-0207,,https://git.openssl.org/?p=openssl.git;a=commit;h=819418110b6fff4a7b96f01a5d68f71df3e3b736,,
CVE-2015-0207,,,https://github.com/openssl/openssl/commit/e83ee04bb7de800cdb71d522fa562e99328003a3,
CVE-2013-7436,,,https://github.com/novnc/noVNC/commit/ad941faddead705cd611921730054767a0b32dcd,
CVE-2019-14271,,,https://github.com/docker/docker-ce/commit/26500e40783618e642d4eef57c387df45473a425,git_722dd268d12175a1eedc54cc9667c8c98f635be7==git_26500e40783618e642d4eef57c387df45473a425
CVE-2019-14271,,,https://github.com/docker/docker-ce/commit/722dd268d12175a1eedc54cc9667c8c98f635be7,git_722dd268d12175a1eedc54cc9667c8c98f635be7==git_26500e40783618e642d4eef57c387df45473a425
CVE-2019-14271,,,https://github.com/moby/moby/commit/11e48badcb67554b3d795241855028f28d244545,
CVE-2020-8124,,,https://github.com/unshiftio/url-parse/commit/3ecd256f127c3ada36a84d9b8dd3ebd14316274b,
CVE-2019-18466,,,https://github.com/containers/podman/commit/5c09c4d2947a759724f9d5aef6bac04317e03f7e,
CVE-2014-0168,,,https://github.com/rhuss/jolokia/commit/2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364,
CVE-2018-5729,,,https://github.com/krb5/krb5/commit/e1caf6fb74981da62039846931ebdffed71309d1,
CVE-2019-19617,,,https://github.com/phpmyadmin/phpmyadmin/commit/1119de642b136d20e810bb20f545069a01dd7cc9,
CVE-2017-2641,,,https://github.com/moodle/moodle/commit/b34eca2f9eb10c3d8519c9068fe40863de3f3bf1,
CVE-2017-2641,,,https://github.com/moodle/moodle/commit/0833e7cfc75c88808257d33d1cd5eb3518150eb0,
CVE-2017-2641,,,https://github.com/moodle/moodle/commit/36706f5b983a057f156f87b3de104569b82ddf03,
CVE-2017-2641,,,https://github.com/moodle/moodle/commit/ca3cbbc2334840f94f5e9622699666c10835241d,
CVE-2017-2641,,,https://github.com/cjamieso/moodle381/commit/6e65554ea19f4e90c09864081e47424f8efca02e,
CVE-2018-1000109,,,https://github.com/jenkinsci/google-play-android-publisher-plugin/commit/f81b058289caf3332ae40d599a36a3665b1fa13c,
CVE-2016-5011,,,https://github.com/karelzak/util-linux/commit/7164a1c34d18831ac61c6744ad14ce916d389b3f,
CVE-2018-1000037,,http://git.ghostscript.com/?p=mupdf.git;a=commitdiff;h=8a3257b01faa899dd9b5e35c6bb3403cd709c371;hp=de39f005f12a1afc6973c1f5cec362d6545f70cb,,
CVE-2018-1000037,,http://git.ghostscript.com/?p=mupdf.git;a=commitdiff;h=71ceebcf56e682504da22c4035b39a2d451e8ffd;hp=7f82c01523505052615492f8e220f4348ba46995,,
CVE-2018-1000037,,http://git.ghostscript.com/?p=mupdf.git;a=commitdiff;h=b2e7d38e845c7d4922d05e6e41f3a2dc1bc1b14a;hp=f51836b9732c38d945b87fda0770009a77ba680c,,
CVE-2014-0139,,,https://github.com/lavv17/lftp/commit/6357bed2583171b7515af6bb6585cf56d2117e3f,
CVE-2017-12672,,,https://github.com/ImageMagick/ImageMagick/commit/fc658235dd01d59c58089581781166edcd31b2e1,git_fc658235dd01d59c58089581781166edcd31b2e1==git_f9b992dd2a4caab1dace919f9190b2c173a4e18c
CVE-2017-12672,,,https://github.com/ImageMagick/ImageMagick/commit/f9b992dd2a4caab1dace919f9190b2c173a4e18c,git_fc658235dd01d59c58089581781166edcd31b2e1==git_f9b992dd2a4caab1dace919f9190b2c173a4e18c
CVE-2008-0128,http://svn.apache.org/viewvc?view=revision&revision=684900,,,
CVE-2017-11930,,,https://github.com/chakra-core/ChakraCore/commit/f94fda6a486b873487fbdbee26d35f22bf1eb8df,
CVE-2016-4464,https://git-wip-us.apache.org/repos/asf?p=cxf-fediz.git;a=commit;h=0006581e9cacbeef46381a223e5671e524d416b6,,,
CVE-2017-1000420,,,https://github.com/syncthing/syncthing/commit/a0f771c221f6ef18fcc496e736670d85f36b8dec,git_a0f771c221f6ef18fcc496e736670d85f36b8dec==git_f1f21bf22020d9b881478c2e942ba6943c8da2f3
CVE-2017-1000420,,,https://github.com/syncthing/syncthing/commit/1f09488a0f1fdca07076b007b9789f23a6df1060,
CVE-2017-1000420,,,https://github.com/syncthing/syncthing/commit/f1f21bf22020d9b881478c2e942ba6943c8da2f3,git_a0f771c221f6ef18fcc496e736670d85f36b8dec==git_f1f21bf22020d9b881478c2e942ba6943c8da2f3
CVE-2019-14235,,,https://github.com/django/django/commit/5d50a2e5fa36ad23ab532fc54cf4073de84b3306,
CVE-2019-14235,,,https://github.com/django/django/commit/cf694e6852b0da7799f8b53f1fb2f7d20cf17534,
CVE-2019-14235,,,https://github.com/django/django/commit/869b34e9b3be3a4cfcb3a145f218ffd3f5e3fd79,
CVE-2013-6397,,,https://github.com/apache/lucene-solr/commit/da34b18cb3092df4972e2b6fa5178d1059923910,
CVE-2013-6397,,,https://github.com/drewpope/solr/commit/4059fe15bdb6815068cb3c02c85d9d4f5c8be2c9,
CVE-2017-12874,,,https://github.com/simplesamlphp/simplesamlphp-module-infocard/commit/7353762acacd827a61378629f87de991451089da,
CVE-2017-12874,,,https://github.com/simplesamlphp/simplesamlphp-module-infocard/commit/63b84cc837ea62bf87f4bf4af29b4420f49311a9,
CVE-2018-12459,,,https://github.com/FFmpeg/FFmpeg/commit/2fc108f60f98cd00813418a8754a46476b404a3c,
CVE-2018-12459,,,https://github.com/FFmpeg/FFmpeg/commit/897524954be2eba39af71fbb9210236b337270a6,
CVE-2017-18009,,,https://github.com/opencv/opencv/commit/4ca89db22dea962690f31c1781bce5937ee91837,
CVE-2018-0834,,,https://github.com/chakra-core/ChakraCore/commit/6cd503299eac4a5b5ffc0c5bb0d072861f60e183,
CVE-2011-0449,,,https://github.com/rails/rails/commit/6f80224057803f85b3f448936aae89e742452c3b,
CVE-2011-0449,,,https://github.com/rubytaiwan/docrails/commit/b93c590297ba65a6c5b18655a7790163abcb06f1,
CVE-2012-6106,,https://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-37106,,
CVE-2012-6106,,,https://github.com/moodle/moodle/commit/56f4d0ed805d9bd5a90c6632fef7a8cd5d0489b2,
CVE-2016-7527,,,https://github.com/ImageMagick/ImageMagick/commit/a251039393f423c7858e63cab6aa98d17b8b7a41,git_b3dd69b23e9338806891c708a0cc8a82c0d1872a==git_a251039393f423c7858e63cab6aa98d17b8b7a41
CVE-2016-7527,,,https://github.com/ImageMagick/ImageMagick/commit/b3dd69b23e9338806891c708a0cc8a82c0d1872a,git_b3dd69b23e9338806891c708a0cc8a82c0d1872a==git_a251039393f423c7858e63cab6aa98d17b8b7a41
CVE-2015-5269,,https://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-50709,,
CVE-2015-5269,,,https://github.com/moodle/moodle/commit/a44fed5c804b52e82c334c37dcc1c12b77f97af8,
CVE-2015-5269,,,https://github.com/moodle/moodle/commit/45f3b5302d645ba13ca8b68b0106a638ebd21980,
CVE-2015-5269,,,https://github.com/moodle/moodle/commit/ae6b18a9343083c1ab62d6eb535a7112bd7a3a50,
CVE-2018-8452,,,https://github.com/chakra-core/ChakraCore/commit/3f3544801cc01e9f54cab84b20602a3b5e29c3ef,
CVE-2019-0651,,,https://github.com/chakra-core/ChakraCore/commit/fc9892ca7eedc869fa8a94c6284156ace3ab4b6c,
CVE-2019-5419,,,https://github.com/rails/rails/commit/d7fac9c09a535ec7f11bb9aa8addb4af37b7d4b5,
CVE-2019-5419,,,https://github.com/rails/rails/commit/92c025d7f17ff256ac50f5e3bc014bb1a016d1ec,
CVE-2019-5419,,,https://github.com/rails/rails/commit/58ed245e80a8710fbe31e91417bfd19f9f934cc4,
CVE-2019-5419,,,https://github.com/rails/rails/commit/f4c70c2222180b8d9d924f00af0c7fd632e26715,
CVE-2019-5419,,,https://github.com/rails/rails/commit/c79dcbce9bfd20fe7f72ca431c49965ee39bd645,
CVE-2017-0901,,,https://github.com/rubygems/rubygems/commit/ad5c0a53a86ca5b218c7976765c0365b91d22cb2,
CVE-2016-3731,,,https://github.com/moodle/moodle/commit/6336c56259a80f221a6845e1ba9218e75d4864c6,
CVE-2016-3731,,https://git.moodle.org/gw?p=moodle.git&a=search&h=HEAD&st=commit&s=MDL-53696,,
CVE-2019-1353,,,https://github.com/git/git/commit/dd53ea7220606f9ed36db5a0ef910143fdac2903,
CVE-2019-1353,,,https://github.com/git/git/commit/9102f958ee5254b10c0be72672aa3305bf4f4704,
CVE-2016-7522,,,https://github.com/ImageMagick/ImageMagick/commit/e6de07d03d0c9dfdb7ddac4f99c2633e4e7b5115,git_4b1b9c0522628887195bad3a6723f7000b0c9a58==git_e6de07d03d0c9dfdb7ddac4f99c2633e4e7b5115
CVE-2016-7522,,,https://github.com/ImageMagick/ImageMagick/commit/4b1b9c0522628887195bad3a6723f7000b0c9a58,git_4b1b9c0522628887195bad3a6723f7000b0c9a58==git_e6de07d03d0c9dfdb7ddac4f99c2633e4e7b5115
CVE-2018-1999030,,,https://github.com/jenkinsci/maven-artifact-choicelistprovider-plugin/commit/99d97c028fbc0672b729d052d4bfc4dfa9674f23,
CVE-2018-1999030,,,https://github.com/jenkinsci/maven-artifact-choicelistprovider-plugin/commit/5a3a3ff1e7416623c531601620305640ef4c8e28,
CVE-2018-1999030,,,https://github.com/jenkinsci/maven-artifact-choicelistprovider-plugin/commit/2d2e20cc00a29abf435afcad12cfc9ddadf76d89,
CVE-2014-1831,,,https://github.com/phusion/passenger/commit/34b1087870c2,
CVE-2017-17934,,,https://github.com/ImageMagick/ImageMagick/commit/3755d2289b032919c065f6ab11ef570063f7f828,git_08278c7cf1c0b4f1da4cdcfaa857ff6b2373a1b2==git_3755d2289b032919c065f6ab11ef570063f7f828
CVE-2017-17934,,,https://github.com/ImageMagick/ImageMagick/commit/08278c7cf1c0b4f1da4cdcfaa857ff6b2373a1b2,git_08278c7cf1c0b4f1da4cdcfaa857ff6b2373a1b2==git_3755d2289b032919c065f6ab11ef570063f7f828
CVE-2019-0658,,,https://github.com/microsoft/ChakraCore/commit/b778ca81c7d00a8c61b35f6952a9b7b77a2e0a59,
CVE-2017-11821,,,https://github.com/microsoft/ChakraCore/commit/2a07ca62db5618f4c75fd7749a6b49c831957d84,
CVE-2018-7537,,,https://github.com/django/django/commit/94c5da1d17a6b0d378866c66b605102c19f7988c,
CVE-2018-7537,,,https://github.com/django/django/commit/d17974a287a6ea2e361daff88fcc004cbd6835fa,
CVE-2018-7537,,,https://github.com/django/django/commit/97b7dd59bb8d6163239061e2022153c3415d146d,
CVE-2018-7537,,,https://github.com/django/django/commit/a91436360b79a6ff995c3e5018bcc666dfaf1539,
CVE-2018-8291,,,https://github.com/microsoft/ChakraCore/commit/c322694178ece209b0aa73eafd97a036def86eb1,
CVE-2019-14232,,,https://github.com/django/django/commit/c3289717c6f21a8cf23daff1c78c0c014b94041f,
CVE-2019-14232,,,https://github.com/django/django/commit/c23723a1551340cc7d3126f04fcfd178fa224193,
CVE-2019-14232,,,https://github.com/django/django/commit/42a66e969023c00536256469f0e8b8a099ef109d,
CVE-2013-0339,,,https://git.gnome.org/browse/libxml2/commit/?id=4629ee02ac649c27f9c0cf98ba017c6b5526070f,
CVE-2016-0753,,,https://github.com/rails/rails/commit/4642d68d8021893c69bfd16ed6e926ae03a6d777,
CVE-2016-0753,,,https://github.com/rails/rails/commit/50d3d7d01123fa9e08fcce5985fd6e8c24ba57ab,
CVE-2016-0753,,,https://github.com/rails/rails/commit/e3ceb28e66ca6e869f8f9778dc42672f48001a90,
CVE-2017-5492,,,https://github.com/WordPress/WordPress/commit/03e5c0314aeffe6b27f4b98fef842bf0fb00c733,
CVE-2015-5377,,,https://github.com/elastic/elasticsearch/commit/bf3052d14c874aead7da8855c5fcadf5428a43f2,
CVE-2015-5377,,,https://github.com/elastic/elasticsearch/commit/a1d64922815c31cafe429a52a96f31c09dc7903a,
